Revision,State,_part_number,_part_name
Revision,State,Number,Name
1,RELEASED,6TRELLEBORG_TRAA00280-N7MM-1,TRELLEBORG_TRAA00280-N7MM-1
1,RELEASED,6SHELL_556,SHELL_556
1,RELEASED,61100876,MGB PUMP BEARING RETAINER
1,RELEASED,WHEEL_SUPPORT4,WHEEL SUPPORT2
1,RELEASED,6-OTS-0001038,Connector SD/MMC
1,RELEASED,6NL1_4SP_IN,"NORD-LOCK STEEL WASHER, ENLARGED OD (NL1/4""SP)"
1,RELEASED,61100899,MGB BEARING SPACER
1,RELEASED,6_SKF_NU_206_ECP_PART1,SKF_NU_206_ECP_PART1
1,RELEASED,6HX50-PEDAL-PADS-RUBBER-0403,HX50-PTC-PEDAL-PADS-RUBBER-0403
1,RELEASED,61100878,MGB MAST BEARING RETAINER
1,RELEASED,6HX50-OSE-UNDERCARRIAGE-BLA2,HX50-PTC-NOSE-UNDERCARRIAGE-BLA2
1,DESIGN,6TR-ASSY-PTC_2025-09-22,TAIL ROTOR ASSEMBLY IIA
1,RELEASED,6-TP1-8040_2,Test Point
1,DESIGN,61105732-SPH-BRG-1A,1105732-sph-brg-1a
1,RELEASED,6SKF_22309_E_2,SKF_22309_E_2
1,RELEASED,6HX50-CYCLIC-ARMATURE-BRUSHE,HX50-PTC-CYCLIC-ARMATURE-BRUSHE
1,RELEASED,6_SKF_6215_PART2,SKF_6215_PART2
1,RELEASED,61101035,MGB MAST SPACER RING
1,RELEASED,SUB_FR_WHEEL_ASSY_ASM.IAM,sub_fr_wheel_assy_asm.iam
1,RELEASED,6TRELLEBORG_TRAA00360-N7MM-3,TRELLEBORG_TRAA00360-N7MM-3
1,RELEASED,61100881,MGB GEAR LOWER BEARING RETAINER
1,DESIGN,6NAS6604-12D,nas6604-12d
1,RELEASED,6NU_222_ECP-3,NU_222_ECP-3
1,DESIGN,61104256,SHAFT LOCKING CUPWASHER 0
1,RELEASED,2S-0051405,2S-HX50-PTC-SEATS-LEATHER1-040323H
1,RELEASED,6MB_16,M80 BEARING LOCKWASHER
1,RELEASED,WHEEL_NUT_M18.IPT,WHEEL_NUT_M18.ipt
1,RELEASED,6AZIMUTH_SENSOR_V01,AZIMUTH_SENSOR
1,RELEASED,61103247,CLAMPING BUSH
1,RELEASED,6_SKF_N_205_ECP_PART3,SKF_N_205_ECP_PART3
1,RELEASED,61103243,FLANGED BUSH
1,RELEASED,61100824,MGB UPPER CASING INSERT ASSEMBLY
1,RELEASED,WHEEL_BEARING_01.IPT,WHEEL_BEARING_01.ipt
1,RELEASED,61100898,MGB PUMP DRIVE SHAFT
1,DESIGN,61105732-FILL-CAP,1105732-fill-cap
1,RELEASED,6HX50-CARGO-DOORS-BODY-COLOU,HX50-PTC-CARGO-DOORS-BODY-COLOUT
1,RELEASED,6HX50-SKID-SHOES-BODY-RH,6HX50-SKID-SHOES-BODY-RH
1,RELEASED,61103232,TAIL ROTOR STATOR HUB
1,RELEASED,6DNS-40,EXTERNAL RETAINING RING DIA
1,RELEASED,6_SKF_QJ_224_N2MA_PART1,SKF_QJ_224_N2MA_PART1
1,DESIGN,6S7000-CD-P4ADGA_3,s7000-cd-p4adga_3
1,RELEASED,0048724,STL-FRONT-DOORS-BODY
1,RELEASED,6SHELL_560,SHELL_560
1,RELEASED,6HX50-SKID-SHOES-BODY-LH,6HX50-SKID-SHOES-BODY-LH
1,RELEASED,6NAS602-8P,"SCREW, MACHINE, PAN HEAD, CRUCIFORM RECESS, FULL THREAD"
1,RELEASED,6SHELL_602,SHELL_602
1,RELEASED,61100329,BEARING CAP
1,RELEASED,6DNH-140,INTERNAL RETAINING RING 140mm BORE ST/ST
1,DESIGN,6S7000-CD-P4ADGA,SUPER-PRECISION ANG. CONT
1,RELEASED,61100356,TAIL ROTOR ACTUATOR SPIDER (DEMO)
1,RELEASED,6SHELL_656,SHELL_656
1,DESIGN,6AN3-5A,"BOLT- HEX HEAD, 0.1900-32 UNF, 0.25 GRIP, 0"
1,RELEASED,6MINTOR_1GTSN30M,OIL FILLER / BREATHER
1,RELEASED,6-OTS-0001009,CAP_TANT_100UF_6.3V
1,RELEASED,6SHELL_827,SHELL_827
1,RELEASED,61100341,LOCATION RING
1,RELEASED,6HX50-CONSOLE-BRUSHED-METAL,HX50-PTC-CONSOLE-BRUSHED-METAL
1,RELEASED,61100345,DRIVE SPACER
1,RELEASED,61100832,MGB PINION MOUNTING PLATE INSERT ASSEMBLY
1,RELEASED,1MM-STRUCTURE_1,1mm-structure_1
1,RELEASED,61100870,MGB MAST RETAINING RING INSERT ASSEMBLY
1,RELEASED,6-OTS-0001042,IC CTLR OVP 28V W/NMOS 6-DFN
1,RELEASED,6SHELL_831,SHELL_831
1,RELEASED,6SHELL_563,SHELL_563
1,RELEASED,6-OTS-0001045,RES .10 OHM 1/8W 5%
1,RELEASED,6BS1806-015,OSEAL 14 ID x 1
1,RELEASED,6HX50-CONSOLE-RUBBER-040323H,HX50-PTC-CONSOLE-RUBBER-040323H
1,RELEASED,6_SKF_61803_PART4,SKF_61803_PART4
1,RELEASED,6DNH-26,INTERNAL RETAINING RING 26mm BORE ST/ST
1,RELEASED,6-OTS-0001060,Crystal 25MHz
1,RELEASED,61100323,TGB ASSEMBLY
1,DESIGN,63205-A,DOUBLE ROW ANGULAR CONTACT BALL BEARING
1,RELEASED,6HX50-CONSOLE-PIANO-BLACK-04,HX50-PTC-CONSOLE-PIANO-BLACK-04
1,RELEASED,WHEEL_CLIP04,WHEEL CLIP04
1,RELEASED,6SKF_NU_206_ECP_1,CYLINDRICAL ROLLER BEARING
1,RELEASED,6HX50-MAIN-ROTOR-BLADE-WEAR-,HX50-PTC-MAIN-ROTOR-BLADE-WEAR
1,RELEASED,6AN5C13A,BOLT- HEX HEAD
1,RELEASED,0050229,LED Display
1,RELEASED,6_SKF_NU_208_ECP_PART1,SKF_NU_208_ECP_PART1
1,RELEASED,6HX50-COLLECTIVE-ARMATURE-BR,HX50-PTC-COLLECTIVE-ARMATURE-BR
1,RELEASED,61100902,MGB PINION BEARING OIL JET
1,RELEASED,CONN_RJ45_MAG,RJ-45 10/100 W/Magnetics
1,RELEASED,6-BB-0001033,Low-Power Dual 2-Input Positive-AND Gate
1,RELEASED,6KMFE_6,M30 BEARING LOCKNUT WITH INTEGRAL LOCKING
